date,amount,category,subcategory,description,payment_mode
2026-05-22 19:50:31,53.7,Travel,Metro Fare,Paid for metro fare,UPI
2026-03-30 18:26:53,375.22,Entertainment,Gaming Parlor,Paid for gaming parlor,Credit Card
2026-04-03 23:39:41,32.47,Education,Reference Books,Paid for reference books,UPI
2026-05-08 17:48:16,38.7,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-04-05 14:13:13,309.12,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-09-05 20:01:47,300,Medical,Doctor Consultation,Paid for doctor consultation,UPI
2025-11-01 09:59:34,149.93,Shopping,Toiletries,Paid for toiletries,UPI
2026-05-08 13:22:53,274.91,Education,Stationery,Paid for stationery,Debit Card
2026-02-16 21:35:24,8541.83,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-10 23:41:38,315.14,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-05-21 15:47:52,27.79,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-02-16 23:06:05,604.81,Shopping,Footwear,Paid for footwear,Debit Card
2026-01-28 13:47:42,20.22,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-06-29 09:14:44,224.36,Food,Groceries,Paid for groceries,UPI
2026-04-16 11:52:09,56.84,Shopping,Toiletries,Paid for toiletries,UPI
2025-10-10 15:39:08,210.97,Food,Groceries,Paid for groceries,Credit Card
2025-11-08 08:37:32,1817.46,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-05-24 14:36:23,791.96,Food,Restaurant,Paid for restaurant,Debit Card
2025-10-16 17:16:18,310.39,Education,Stationery,Paid for stationery,Debit Card
2026-06-22 13:52:36,162.39,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-01-03 23:50:23,116.07,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-10-10 15:21:54,550.12,Food,Restaurant,Paid for restaurant,UPI
2026-02-17 12:55:28,573.08,Food,Restaurant,Paid for restaurant,UPI
2025-09-18 16:47:02,499.33,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Debit Card
2025-11-20 17:22:22,267.56,Food,Restaurant,Paid for restaurant,Debit Card
2026-02-09 21:56:05,772.57,Food,Restaurant,Paid for restaurant,UPI
2026-01-16 14:31:54,17.92,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-04-04 15:41:04,189.35,Food,Zomato/Swiggy,Pizza party,Debit Card
2025-09-26 10:14:27,622.62,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2026-04-19 11:54:57,436.77,Food,Zomato/Swiggy,Burger & Fries,Cash
2026-05-30 09:00:49,268.41,Travel,Uber/Ola Cab,Paid for uber/ola cab,Cash
2026-04-02 15:17:39,113.01,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2026-02-07 13:38:11,1228.92,Education,Online Course,Paid for online course,UPI
2026-06-21 23:37:39,409.78,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-04-17 18:06:16,35.95,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-05-30 09:14:30,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-03-05 10:11:23,500.2,Medical,First Aid,Paid for first aid,UPI
2026-05-21 16:46:06,269.61,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-09-13 20:06:48,199,Recharge,Mobile Data,Paid for mobile data,UPI
2026-05-15 11:21:19,53.23,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-04 10:03:24,207.83,Food,Groceries,Paid for groceries,Debit Card
2026-03-12 20:16:18,315.24,Other,Miscellaneous,Paid for miscellaneous,UPI
2026-02-15 20:54:26,48.12,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-05 20:38:46,16.14,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-02-27 12:05:34,187.39,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-06-07 15:08:52,2545.45,Shopping,Footwear,Paid for footwear,Debit Card
2026-04-01 19:29:39,2959.74,Shopping,Footwear,Paid for footwear,Debit Card
2026-05-08 21:29:15,351.77,Travel,Uber/Ola Cab,Paid for uber/ola cab,Cash
2026-03-30 18:19:32,81.77,Food,Groceries,Paid for groceries,Cash
2026-05-18 08:06:03,63.04,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-10-13 13:07:20,805.09,Shopping,Footwear,Paid for footwear,UPI
2026-01-29 17:23:22,484.18,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-03-11 22:16:27,14618.26,Shopping,Electronics,Paid for electronics,Credit Card
2026-06-23 11:41:24,175.8,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-05-29 14:03:53,402.9,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-06-24 20:30:58,2487.86,Shopping,Clothes,Paid for clothes,UPI
2026-05-27 21:58:50,19.06,Snacks,Tea/Coffee,Chai at tapri,UPI
2026-04-04 14:25:38,114.2,Food,Groceries,Paid for groceries,UPI
2026-01-01 18:30:48,162.92,Food,Zomato/Swiggy,Late night dessert,UPI
2025-08-17 15:38:14,42.9,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-02-20 13:11:32,476.33,Food,Restaurant,Paid for restaurant,UPI
2026-03-01 15:36:52,413.57,Food,Zomato/Swiggy,Late night dessert,UPI
2025-11-11 19:45:44,499,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-05-18 12:24:50,298.75,Food,Zomato/Swiggy,Pizza party,UPI
2026-04-08 14:17:14,590.75,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2026-04-29 20:58:10,450.48,Other,Hostel Security,Paid for hostel security,Debit Card
2025-11-20 21:45:34,2583.28,Shopping,Clothes,Paid for clothes,Debit Card
2026-05-20 11:27:09,168.71,Education,Reference Books,Paid for reference books,Cash
2026-02-02 09:07:15,214.0,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2026-06-08 23:39:59,109.37,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-03-30 20:16:20,50.17,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-12-30 16:44:22,240.71,Food,Groceries,Paid for groceries,UPI
2025-11-08 12:40:08,710.07,Entertainment,Weekend Outing,Paid for weekend outing,Debit Card
2026-03-22 09:34:49,134.18,Food,Groceries,Paid for groceries,UPI
2026-04-07 18:23:38,315.3,Shopping,Toiletries,Paid for toiletries,UPI
2026-01-01 12:02:13,29.45,Snacks,Tea/Coffee,Chai & biscuits,Cash
2025-11-20 14:54:32,432.4,Food,Zomato/Swiggy,Late night dessert,UPI
2026-06-16 18:57:42,31.97,Snacks,Tea/Coffee,Chai & biscuits,UPI
2026-01-01 14:47:22,347.12,Food,Zomato/Swiggy,Biryani order,Credit Card
2026-02-12 18:38:39,22.24,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-04 15:37:42,57.52,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-24 23:14:52,259.08,Shopping,Toiletries,Paid for toiletries,Cash
2026-05-25 13:41:05,244.45,Food,Groceries,Paid for groceries,Debit Card
2025-11-04 23:15:44,199,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-03-20 10:21:27,28.89,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-06-27 15:53:45,914.03,Shopping,Clothes,Paid for clothes,Debit Card
2025-12-27 12:02:27,43.55,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-03-06 23:27:19,262.86,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-03-24 19:35:19,478.37,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-01-21 14:06:41,396.08,Other,Miscellaneous,Paid for miscellaneous,Cash
2026-01-15 21:51:20,15.03,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-06-06 18:26:10,298.07,Entertainment,Movie Ticket,Popcorn and ticket,Cash
2026-02-13 21:16:10,152.38,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2026-01-06 17:12:32,489.03,Food,Restaurant,Paid for restaurant,Debit Card
2026-05-19 20:23:53,59.65,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-07-26 14:50:13,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2025-12-25 11:11:33,5629.82,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-18 08:11:12,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Debit Card
2025-11-16 22:00:46,207.8,Food,Zomato/Swiggy,Biryani order,UPI
2026-05-22 20:11:15,128.37,Food,Groceries,Paid for groceries,UPI
2026-03-02 15:25:26,468.47,Education,Reference Books,Paid for reference books,UPI
2026-06-28 15:56:42,578.67,Food,Restaurant,Paid for restaurant,UPI
2026-03-01 17:38:35,255.66,Food,Zomato/Swiggy,Biryani order,Credit Card
2026-02-04 10:10:18,725.57,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,Credit Card
2026-05-04 11:07:07,709.14,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-04-26 09:42:55,2956.86,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2026-02-25 12:06:23,657.88,Food,Restaurant,Paid for restaurant,UPI
2025-09-15 22:43:13,175.77,Food,Groceries,Paid for groceries,Cash
2025-11-26 17:59:26,59.74,Travel,Auto/E-Rickshaw,Auto to college,UPI
2026-06-12 23:48:16,279.42,Food,Zomato/Swiggy,Pizza party,UPI
2026-02-07 14:40:45,248.63,Food,Groceries,Paid for groceries,UPI
2025-11-21 22:32:06,641.8,Food,Restaurant,Paid for restaurant,UPI
2026-05-11 13:52:48,24.53,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-02-15 19:43:29,299,Recharge,Mobile Data,Paid for mobile data,UPI
2026-05-07 09:12:34,1018.51,Education,Exam Registration,Paid for exam registration,UPI
2026-02-01 12:30:09,218.49,Shopping,Toiletries,Paid for toiletries,UPI
2026-04-28 08:25:48,5344.54,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2025-10-13 13:51:28,5985.94,Shopping,Electronics,Paid for electronics,UPI
2026-05-25 16:22:00,526.01,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-08-05 23:45:18,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-06-15 12:35:18,737.61,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-01-28 21:41:41,14.6,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-20 14:45:57,666,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-02-19 17:36:55,101.22,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-04-21 11:25:02,14.32,Snacks,Tea/Coffee,Chai at tapri,UPI
2025-10-27 16:04:25,839,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-04-23 10:15:00,296.21,Food,Restaurant,Paid for restaurant,UPI
2026-04-07 09:41:14,641.95,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-02-14 20:38:21,149,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2025-10-28 17:34:35,262.82,Food,Restaurant,Paid for restaurant,UPI
2026-06-15 21:40:20,12458.71,Shopping,Electronics,Paid for electronics,Debit Card
2026-05-31 12:50:41,684.78,Food,Restaurant,Paid for restaurant,Debit Card
2026-01-10 16:30:08,11057.47,Shopping,Electronics,Paid for electronics,UPI
2026-05-08 17:38:56,235.69,Food,Zomato/Swiggy,Biryani order,UPI
2026-05-01 17:47:20,10210.22,Shopping,Electronics,Paid for electronics,Credit Card
2026-05-13 22:39:02,5539.36,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2025-11-17 14:38:13,2835.67,Shopping,Clothes,Paid for clothes,UPI
2026-06-25 21:18:29,551.31,Food,Restaurant,Paid for restaurant,Credit Card
2025-09-10 13:33:59,419.68,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-05-08 11:39:17,74.48,Food,Groceries,Paid for groceries,UPI
2026-06-17 23:38:31,12.4,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-03-09 10:38:12,124.42,Entertainment,Movie Ticket,IMAX show,UPI
2026-06-23 15:14:29,299,Recharge,Mobile Data,Paid for mobile data,UPI
2026-04-18 10:10:56,643.73,Food,Restaurant,Paid for restaurant,Debit Card
2026-02-10 10:43:16,106.23,Food,Groceries,Paid for groceries,UPI
2025-10-26 12:35:12,387.4,Food,Zomato/Swiggy,Late night dessert,Credit Card
2025-11-20 12:48:26,698.59,Shopping,Clothes,Paid for clothes,Credit Card
2025-12-20 12:54:55,18.14,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-03-22 09:00:55,361.61,Food,Zomato/Swiggy,Late night dessert,UPI
2026-06-29 09:06:12,719,Recharge,Mobile Data,Paid for mobile data,UPI
2025-10-29 14:42:52,124.22,Food,Groceries,Paid for groceries,UPI
2026-05-22 17:24:56,218.75,Food,Groceries,Paid for groceries,UPI
2026-05-28 08:51:55,409.17,Food,Restaurant,Paid for restaurant,UPI
2025-08-19 14:18:39,141.3,Food,Groceries,Paid for groceries,UPI
2026-06-29 13:32:04,162.01,Education,Stationery,Paid for stationery,Credit Card
2026-05-29 08:04:10,866.19,Medical,Pharmacy,Paid for pharmacy,Cash
2026-04-18 21:29:33,26.09,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2026-06-19 12:21:31,58.59,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-04-30 12:20:47,1813.97,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-05-14 14:35:46,24.4,Travel,Auto/E-Rickshaw,Rickshaw from metro station,Cash
2026-01-06 20:44:52,253.28,Education,Stationery,Paid for stationery,UPI
2026-05-17 20:06:19,674.92,Food,Restaurant,Paid for restaurant,UPI
2026-03-29 18:30:46,337.96,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-04-01 21:17:24,2200.54,Food,Hostel Mess,Paid for hostel mess,Debit Card
2025-10-16 13:01:21,6394.17,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-01-26 14:26:37,89.2,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-03-27 18:53:49,73.26,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2026-02-11 12:20:46,558.16,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-03-21 19:01:01,247.19,Food,Zomato/Swiggy,Late night dessert,UPI
2025-12-20 12:02:06,1897.9,Shopping,Clothes,Paid for clothes,UPI
2025-11-28 19:12:51,2206.43,Education,Exam Registration,Paid for exam registration,Credit Card
2026-05-26 22:57:04,398.86,Food,Restaurant,Paid for restaurant,Debit Card
2026-01-15 21:43:57,671.09,Food,Restaurant,Paid for restaurant,Debit Card
2025-12-28 20:53:22,687.88,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2025-12-03 20:06:12,666,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-03-24 12:12:08,336.81,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-05-20 20:11:52,64.25,Food,Groceries,Paid for groceries,UPI
2026-04-20 17:51:40,453.75,Medical,First Aid,Paid for first aid,UPI
2025-08-25 09:10:08,248.83,Shopping,Toiletries,Paid for toiletries,UPI
2026-05-08 17:17:19,1490.64,Shopping,Footwear,Paid for footwear,UPI
2025-10-16 16:55:48,266.54,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2026-04-24 08:25:09,300,Medical,Doctor Consultation,Paid for doctor consultation,UPI
2026-03-21 19:08:36,265.22,Entertainment,Movie Ticket,Popcorn and ticket,Credit Card
2026-03-29 09:08:22,80.66,Snacks,Juice & Shakes,Paid for juice & shakes,Cash
2025-12-22 17:04:12,36.78,Snacks,Tea/Coffee,Cold coffee at canteen,UPI
2025-10-24 16:07:41,258.02,Food,Zomato/Swiggy,Late night dessert,Credit Card
2026-03-28 21:33:31,1857.47,Entertainment,Weekend Outing,Paid for weekend outing,Cash
2026-04-23 21:10:17,23.3,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-10 23:30:03,428.91,Food,Zomato/Swiggy,Pizza party,UPI
2026-03-28 08:59:13,349.1,Food,Zomato/Swiggy,Burger & Fries,Credit Card
2025-11-02 10:11:54,336.85,Shopping,Toiletries,Paid for toiletries,UPI
2025-08-04 08:11:35,375.04,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2026-01-15 09:01:48,103.46,Food,Groceries,Paid for groceries,UPI
2025-07-28 11:23:08,2234.94,Education,Exam Registration,Paid for exam registration,UPI
2026-05-22 14:17:09,71.79,Food,Groceries,Paid for groceries,Cash
2026-04-08 18:22:14,1249.46,Education,Exam Registration,Paid for exam registration,Cash
2026-06-23 10:57:50,219.72,Food,Zomato/Swiggy,Biryani order,Debit Card
2026-05-30 10:54:46,365.55,Food,Zomato/Swiggy,Pizza party,UPI
2026-02-10 21:20:47,3213.14,Education,Online Course,Paid for online course,Debit Card
2026-06-15 17:47:03,401.81,Food,Zomato/Swiggy,Burger & Fries,UPI
2026-04-01 14:11:11,274.08,Food,Zomato/Swiggy,Pizza party,UPI
2026-05-31 21:37:38,440.92,Entertainment,Gaming Parlor,Paid for gaming parlor,Debit Card
2026-06-11 12:23:47,174.74,Food,Zomato/Swiggy,Late night dessert,UPI
2026-05-01 19:16:08,439.7,Food,Zomato/Swiggy,Biryani order,UPI
2026-05-16 22:16:44,416.85,Food,Zomato/Swiggy,Pizza party,Credit Card
2026-04-22 15:17:33,50.2,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2025-12-04 14:48:26,8700.25,Shopping,Electronics,Paid for electronics,Debit Card
2025-12-06 16:32:27,787.34,Food,Restaurant,Paid for restaurant,UPI
2026-05-24 09:14:51,181.22,Food,Groceries,Paid for groceries,Debit Card
2026-05-22 22:57:02,133.26,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2025-11-01 22:58:37,1955.99,Education,Exam Registration,Paid for exam registration,UPI
2026-01-18 10:38:54,737.41,Food,Restaurant,Paid for restaurant,UPI
2026-03-06 09:29:31,106.57,Food,Groceries,Paid for groceries,Cash
2026-03-21 21:25:11,297.85,Entertainment,Gaming Parlor,Paid for gaming parlor,Credit Card
2026-04-04 15:15:37,182.18,Food,Zomato/Swiggy,Late night dessert,UPI
2025-12-06 15:54:09,388.49,Education,Reference Books,Paid for reference books,Debit Card
2025-10-02 20:33:21,361.82,Food,Zomato/Swiggy,Pizza party,UPI
2026-03-15 14:37:18,327.98,Food,Restaurant,Paid for restaurant,UPI
2026-05-17 15:57:49,124.72,Food,Groceries,Paid for groceries,UPI
2026-01-19 22:01:40,649,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Debit Card
2026-04-11 10:31:25,49.83,Travel,Auto/E-Rickshaw,Auto to college,UPI
2025-12-20 22:23:33,298.34,Food,Zomato/Swiggy,Biryani order,Debit Card
2025-11-03 09:25:04,292.5,Education,Stationery,Paid for stationery,Credit Card
2026-01-22 10:24:53,13.23,Travel,Metro Fare,Paid for metro fare,UPI
2025-11-26 11:50:01,366.39,Food,Restaurant,Paid for restaurant,Debit Card
2026-04-10 09:05:23,338.69,Education,Stationery,Paid for stationery,UPI
2025-11-04 14:27:02,500,Medical,Doctor Consultation,Paid for doctor consultation,Cash
2025-10-09 12:11:13,220.89,Shopping,Toiletries,Paid for toiletries,Debit Card
2026-05-05 20:01:37,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2026-02-03 11:53:08,299,Recharge,OTT Subscription,Paid for ott subscription,Debit Card
2025-11-03 16:03:18,61.7,Snacks,Chips & Biscuits,Paid for chips & biscuits,Cash
2025-10-12 14:00:24,299,Recharge,Mobile Data,Paid for mobile data,Debit Card
2026-06-26 22:54:54,1204.94,Education,Exam Registration,Paid for exam registration,Debit Card
2025-10-23 17:34:40,55.4,Travel,Auto/E-Rickshaw,Auto to college,Cash
2026-02-01 20:10:12,797.94,Food,Restaurant,Paid for restaurant,Debit Card
2026-06-20 11:27:06,276.03,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2026-04-09 22:33:08,16.51,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2025-11-22 08:39:43,2360.58,Travel,Train/Flight Home,Paid for train/flight home,UPI
2025-10-11 18:15:24,11963.61,Shopping,Electronics,Paid for electronics,Credit Card
2026-04-21 21:27:55,216.12,Food,Zomato/Swiggy,Biryani order,Debit Card
2026-03-06 22:40:19,11936.17,Shopping,Electronics,Paid for electronics,Credit Card
2026-02-13 16:04:50,53.49,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2025-12-11 14:37:57,64.73,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-19 14:12:21,547.43,Food,Restaurant,Paid for restaurant,UPI
2025-11-24 16:24:40,25.24,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-06-10 23:05:46,511.66,Travel,Uber/Ola Cab,Paid for uber/ola cab,Cash
2026-01-07 22:58:34,137.39,Food,Groceries,Paid for groceries,UPI
2026-03-27 20:29:49,87.38,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-02-11 13:00:59,254.04,Shopping,Toiletries,Paid for toiletries,Credit Card
2026-04-05 16:12:28,97.32,Shopping,Toiletries,Paid for toiletries,UPI
2026-04-24 13:41:27,299,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2025-11-19 19:49:28,170.66,Entertainment,Movie Ticket,Popcorn and ticket,Credit Card
2025-11-12 20:44:05,220.91,Education,Reference Books,Paid for reference books,Cash
2025-11-16 11:07:23,1773.46,Shopping,Footwear,Paid for footwear,Credit Card
2026-01-10 14:42:33,321.35,Food,Zomato/Swiggy,Burger & Fries,UPI
2025-07-13 13:08:51,2451.44,Education,Online Course,Paid for online course,Debit Card
2026-05-24 23:29:54,167.07,Food,Zomato/Swiggy,Pizza party,Cash
2026-04-14 18:14:15,66.31,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2025-11-16 12:41:16,246.08,Food,Groceries,Paid for groceries,UPI
2026-06-06 21:45:32,1228.88,Travel,Train/Flight Home,Paid for train/flight home,UPI
2026-01-14 11:43:27,32.22,Travel,Auto/E-Rickshaw,Auto to college,UPI
2026-03-21 15:54:56,2603.82,Shopping,Electronics,Paid for electronics,Credit Card
2026-06-13 19:09:10,4519.21,Education,Online Course,Paid for online course,Debit Card
2026-05-13 16:34:47,386.89,Food,Zomato/Swiggy,Biryani order,UPI
2025-12-18 08:02:09,47.18,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-05-02 13:39:38,433.5,Education,Stationery,Paid for stationery,Debit Card
2026-03-17 21:24:48,492.92,Other,Miscellaneous,Paid for miscellaneous,Cash
2026-01-21 09:27:33,16.97,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-06-28 21:54:23,246.61,Food,Zomato/Swiggy,Late night dessert,UPI
2026-05-08 23:37:33,240.9,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-06-10 08:08:40,17.09,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-06-13 20:17:44,149,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-01-18 15:46:46,442.51,Entertainment,Movie Ticket,Movie with hostel mates,UPI
2026-05-17 16:53:39,888.92,Shopping,Footwear,Paid for footwear,Credit Card
2026-05-25 17:46:06,20.42,Travel,Metro Fare,Paid for metro fare,UPI
2025-11-21 20:49:57,198.03,Shopping,Toiletries,Paid for toiletries,Credit Card
2026-03-02 17:53:07,220.37,Food,Zomato/Swiggy,Burger & Fries,Debit Card
2025-11-07 11:07:59,215.2,Shopping,Toiletries,Paid for toiletries,UPI
2026-02-25 08:35:58,78.8,Snacks,Juice & Shakes,Paid for juice & shakes,UPI
2026-05-23 08:37:02,307.49,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-09-28 12:32:34,199,Entertainment,Netflix/Spotify,Paid for netflix/spotify,Cash
2026-01-20 17:58:25,500.49,Food,Restaurant,Paid for restaurant,UPI
2026-06-10 11:03:22,1137.26,Shopping,Clothes,Paid for clothes,Cash
2026-06-16 19:28:33,162.84,Food,Groceries,Paid for groceries,UPI
2025-08-25 14:20:32,1507.38,Shopping,Clothes,Paid for clothes,UPI
2025-12-12 23:33:04,438.85,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2026-05-20 21:31:02,356.33,Food,Zomato/Swiggy,Pizza party,UPI
2026-03-15 09:02:24,150.65,Shopping,Toiletries,Paid for toiletries,Cash
2026-06-24 14:58:13,1110.02,Medical,First Aid,Paid for first aid,UPI
2025-09-30 16:19:12,449.51,Travel,Uber/Ola Cab,Paid for uber/ola cab,UPI
2025-07-31 14:34:16,299,Recharge,OTT Subscription,Paid for ott subscription,UPI
2026-03-28 16:38:42,42.55,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-02-05 13:30:20,1530.05,Education,Exam Registration,Paid for exam registration,UPI
2026-06-09 14:21:41,186.53,Food,Groceries,Paid for groceries,Cash
2025-10-16 19:16:03,40.26,Snacks,Maggi & Noodles,Paid for maggi & noodles,UPI
2026-01-26 17:10:53,49.81,Travel,Metro Fare,Paid for metro fare,UPI
2026-06-28 20:05:42,1151.01,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-02-28 14:33:38,11989.36,Shopping,Electronics,Paid for electronics,Credit Card
2026-04-01 20:43:57,675.38,Recharge,Hostel Wi-Fi,Paid for hostel wi-fi,UPI
2026-05-19 09:24:26,20.33,Snacks,Tea/Coffee,Chai & biscuits,Cash
2026-02-08 22:26:24,14.29,Travel,Metro Fare,Paid for metro fare,UPI
2025-12-27 08:39:35,318.78,Food,Zomato/Swiggy,Late night dessert,UPI
2026-01-27 08:47:39,1622.71,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-05-14 19:51:03,46.84,Travel,Auto/E-Rickshaw,Shared auto to market,UPI
2025-11-17 22:06:59,83.43,Food,Groceries,Paid for groceries,UPI
2026-04-24 12:28:03,344.57,Entertainment,Gaming Parlor,Paid for gaming parlor,UPI
2026-03-22 09:46:52,328.51,Travel,Uber/Ola Cab,Paid for uber/ola cab,Debit Card
2025-09-28 13:04:13,5687.9,Shopping,Electronics,Paid for electronics,Debit Card
2026-06-05 18:20:44,237.31,Food,Groceries,Paid for groceries,Cash
2026-01-12 23:11:06,456.98,Entertainment,Movie Ticket,Movie with hostel mates,UPI
2026-03-04 22:05:35,79.33,Food,Groceries,Paid for groceries,UPI
2026-03-31 21:49:00,5756.64,Travel,Train/Flight Home,Paid for train/flight home,Credit Card
2025-12-31 10:31:27,2888.05,Travel,Train/Flight Home,Paid for train/flight home,Debit Card
2026-04-10 22:03:01,149,Entertainment,Netflix/Spotify,Paid for netflix/spotify,UPI
2025-12-10 16:50:07,16.91,Snacks,Chips & Biscuits,Paid for chips & biscuits,UPI
2026-01-10 22:03:02,772.07,Entertainment,Weekend Outing,Paid for weekend outing,UPI
2026-05-16 15:55:42,1379.15,Shopping,Footwear,Paid for footwear,Cash
2026-03-26 20:14:52,14.72,Travel,Auto/E-Rickshaw,Rickshaw from metro station,UPI
2026-03-11 12:15:51,1623.17,Shopping,Clothes,Paid for clothes,Debit Card
2026-05-02 22:26:56,158.18,Food,Groceries,Paid for groceries,UPI
2026-06-19 09:30:21,234.9,Food,Groceries,Paid for groceries,Credit Card
2026-02-09 09:04:51,318.57,Education,Reference Books,Paid for reference books,UPI
2026-06-18 18:58:36,40.86,Travel,Metro Fare,Paid for metro fare,UPI
2026-05-09 14:08:01,666.76,Food,Restaurant,Paid for restaurant,Credit Card
